KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
form_pakistan_desc;The mighty Indian subcontinent has been for time immemorial divided into many warring states, praising one or the other god. Yet today, $COUNTRY$ united most of its Muslim brethen in the great region and can be, thus, named the Empire of Hindustan.;Le puissant sous-continent indien a été, pendant des temps immémoriaux, divisé en de nombreux États belligérants, louant l'un ou l'autre dieu. Pourtant, aujourd'hui, $COUNTRY$ a réuni la plupart de ses frères musulmans dans la grande région et peut ainsi être nommé Empire of Hindustan.;Der mächtige indische Subkontinent ist seit Urzeiten in viele kriegführende Staaten aufgeteilt und lobt den einen oder anderen Gott. Doch heute vereint $COUNTRY$ die meisten seiner muslimischen Brethen in der großen Region und kann daher als das Reich von Hindustan bezeichnet werden.;Potê¿ny subkontynent indyjski by³ od niepamiêtnych czasów podzielony na wiele walcz¹cych pañstw, chwal¹c jednego lub drugiego boga. Dzisiaj, $COUNTRY$ zjednoczy³ wiêkszoœæ muzu³mañskich bretenów w wielkim regionie i mo¿na go nazwaæ Imperium Hindustana.;El poderoso subcontinente indio ha estado dividido en tiempos inmemoriales en muchos estados enfrentados, alabando a uno u otro dios. Sin embargo, hoy, $COUNTRY$ unió la mayor parte de su brethen musulmán en la gran región y puede ser, por lo tanto, llamado el Imperio de Hindustan.;Il potente subcontinente indiano è stato per sempre immerso in molti stati belligeranti, lodando l'uno o l'altro dio. Eppure oggi $COUNTRY$ ha unito la maggior parte dei suoi fratelli musulmani nella grande regione e può quindi essere chiamato Impero di Hindustan.;A hatalmas indiai szubkontinens sok idõk óta osztozik számos harcoló államban, dicsérve egy vagy másik istenét. Még ma, a $COUNTRY$ egyesítette a muszlim törzs nagy részét a nagy régióban, és így a Hindustan birodalmának nevezhetõ.;Mohutnı indickı subkontinent byl od nepamìti dlouho rozdìlen do mnoha váleènıch státù, chválí jednoho nebo druhého boha. Pøesto, $COUNTRY$ dnes spojuje vìtšinu svıch muslimskıch brethenù ve velkém regionu a mùe bıt tedy nazıvána Impériem Hindustanu.;A hatalmas indiai szubkontinens sok idõk óta osztozik számos harcoló államban, dicsérve egy vagy másik istenét. Még ma, a $COUNTRY$ egyesítette a muszlim törzs nagy részét a nagy régióban, és így a Hindustan birodalmának nevezhetõ.;Het machtige Indiase subcontinent is al tijdenlang onheuglijk verdeeld in vele strijdende staten, waarbij de ene of de andere god wordt geprezen. Toch heeft $COUNTRY$ vandaag het grootste deel van zijn moslim-brethen in de grote regio verenigd en kan daarom het rijk van Hindoestan worden genoemd.;O poderoso subcontinente indiano tem sido por tempos imemoriais dividido em muitos estados em guerra, elogiando um ou outro deus. Ainda hoje, $COUNTRY$ uniu a maioria de seus muçulmanos na grande região e pode ser, assim, chamado de Império do Hindustão.;Ìîãó÷èé èíäèéñêèé ñóáêîíòèíåíò äàâíî èñïîğ÷åí, ğàçäåëåí íà ìíîãèå âîşşùèå ãîñóäàğñòâà, âîñõâàëÿÿ îäíîãî èëè äğóãîãî áîãà. Îäíàêî ñåãîäíÿ $COUNTRY$ îáúåäèíèëà áîëüøóş ÷àñòü ñâîåãî ìóñóëüìàíñêîãî áğåòåíà â âåëèêîì ğåãèîíå è ìîæåò áûòü, òàêèì îáğàçîì, íàçâàíà Èìïåğèåé Èíäîñòàíà.;Voimakas Intian niemimaa on ollut muinaisina aikoina jaettu moniin sotivaan valtioihin ylistäen yhtä tai toista jumalaa. Silti tänään, $COUNTRY$ yhdisti suurimman osan muslimiensa brethenistä suurella alueella, ja se voidaan siis nimittää Hindustanin valtakunnaksi.;x
form_kenya_desc;Reform into Kenya;Réforme au Quénia;Reform in Kenia;Reforma w Kenii;Reforma en Kenia;Riforma in Chenia;Reformát Kenyába;Reforma do Keni;Reformát Kenyába;Hervorm in Kenia;Reforma no Quênia;Ğåôîğìà â Êåíèş;Uudistetaan Keniaan;x
form_kenya_title;The Swahili reign is no more bound to the primitive customs of the ancestors. It is time it takes a modern name!;Le règne souahili n'est plus lié aux coutumes primitives des ancêtres. Il est temps que ça prenne un nom moderne!;Die Swahili-Herrschaft ist nicht mehr an die primitiven Gebräuche der Ahnen gebunden. Es ist Zeit, dass es einen modernen Namen benutzt!;Panowanie suahili nie jest ju¿ bardziej zwi¹zane z prymitywnymi zwyczajami przodków. Nadszed³ czas, by przyj¹æ nowoczesn¹ nazwê!;El reinado Swahili no está más ligado a las costumbres primitivas de los antepasados. ¡Es hora de que tome un nombre moderno!;Il regno swahili non è più legato ai costumi primitivi degli antenati. È tempo di un nome moderno!;A szuahéli uralom nem kötõdik többé az õsök primitív szokásaihoz. Eljött az ideje, hogy modern nevet kapjunk!;Svahilská vláda ji není vázána na primitivní zvyky pøedkù. Je èas, aby to trvalo moderní jméno!;A szuahéli uralom nem kötõdik többé az õsök primitív szokásaihoz. Eljött az ideje, hogy modern nevet kapjunk!;De regering van het Swahili is niet meer gebonden aan de primitieve gebruiken van de voorouders. Het is tijd dat het een moderne naam vraagt!;O reinado swahili não está mais ligado aos costumes primitivos dos ancestrais. É hora de levar um nome moderno!;Ñóàõèëèñêîå öàğñòâî íå ñâÿçàíî ñ ïğèìèòèâíûìè îáû÷àÿìè ïğåäêîâ. Íàñòàëî âğåìÿ ñîâğåìåííîå èìÿ!;Swahili-hallitus ei enää sido esi-isien alkeellisia tapoja. On aika, että se kestää modernin nimen!;x
form_libya_desc;Reform into Libya;Réforme en Libye;Reform in Libyen;Reforma w Libii;Reforma en Libia;Riforma in Libia;A reform Líbiába;Reforma do Libye;A reform Líbiába;Hervorming naar Libië;Reforma na Líbia;Ğåôîğìà â Ëèâèè;Uudistus Libyaan;x
form_libya_title;After having united the regions of Tripolitania, Cyrenaica, and Fezzan, $COUNTRY$ can now fully be called Libya, as it is righteous to be.;Après avoir réuni les régions de la Tripolitaine, de la Cyrénaïque et du Fezzan, $COUNTRY$ peut désormais s'appeler complètement la Libye, comme il se doit d'être.;Nach der Vereinigung der Regionen Tripolitanien, Cyrenaika und Fezzan kann $COUNTRY$ nun vollständig Libyen genannt werden, wie es sein soll.;Po zjednoczeniu regionów Trypolitanii, Cyrenajki i Fezzanu, $ KRAJ $ mo¿na teraz w pe³ni nazywaæ Libi¹, poniewa¿ jest to sprawiedliwe.;Después de haber unido las regiones de Tripolitania, Cirenaica y Fezzan, $COUNTRY$ ahora se puede llamar completamente Libia, ya que es justo.;Dopo aver unito le regioni della Tripolitania, della Cirenaica e di Fezzan, $COUNTRY$ può ora essere pienamente chiamato Libia, come è giusto che sia.;Miután egyesült a Tripolitania, a Cyrenaica és a Fezzan régiókkal, a $COUNTRY$ most teljesen Líbiának hívható, mivel igazságos.;Po slouèení regionù Tripolitánie, Cyrenaiky a Fezzanu mùe bıt $COUNTRY$ nyní plnì nazıváno Libyí, protoe je spravedlivé.;Miután egyesült a Tripolitania, a Cyrenaica és a Fezzan régiókkal, a $COUNTRY$ most teljesen Líbiának hívható, mivel igazságos.;Na de regio's Tripolitania, Cyrenaica en Fezzan te hebben verenigd, kan $COUNTRY$ nu volledig Libië worden genoemd, omdat het rechtvaardig is om te zijn.;Depois de unir as regiões de Tripolitania, Cirenaica e Fezzan, o $COUNTRY$ agora pode ser chamado inteiramente de Líbia, como é justo ser.;Îáúåäèíèâ ğåãèîíû Òğèïîëèòàíèè, Êèğåíàèêè è Ôåööàíà, $COUNTRY$ òåïåğü ìîæíî ïîëíîñòüş íàçâàòü Ëèâèåé, òàê êàê ıòî ïğàâåäíî.;Kun Tripolitania, Cyrenaica ja Fezzan ovat yhdistyneet, $COUNTRY$ voidaan nyt täysin kutsua Libyaksi, koska se on vanhurskaista.;x
vassal_CRB_title;The Viceroyalty of the Caribbean;La vice-royauté des Caraïbes;Das Vizekönigreich der Karibik;Wicekrólestwo Karaibów;El Virreinato del Caribe;Il viceregno dei Caraibi;A Karib-térség Viceroyalty;Vikernicita Karibiku;A Karib-térség Viceroyalty;De onderkonijnlijkheid van het Caribisch gebied;O vice-reinado do Caribe;Âåğõîâåíñòâî Êàğèáñêîãî ìîğÿ;Karibian alamaisuus;x
vassal_CRB_desc;After having conquered the Antilles, the people in those scattered islands claim for autonomy. It is obvious that any autonomy, $MONARCHTITLE$, will be under our control.;Après avoir conquis les Antilles, les habitants de ces îles dispersées revendiquent une autonomie. Il est évident que toute autonomie, $MONARCHTITLE$, sera sous notre contrôle.;Nach der Eroberung der Antillen beanspruchen die Menschen in diesen verstreuten Inseln Autonomie. Es ist offensichtlich, dass jegliche Autonomie, $MONARCHTITLE$, unter unserer Kontrolle sein wird.;Po podbiciu Antyli ludzie na rozproszonych wyspach ubiegaj¹ siê o autonomiê. Oczywiste jest, ¿e ka¿da autonomia $MONARCHTITLE$ bêdzie pod nasz¹ kontrol¹.;Después de haber conquistado las Antillas, las personas en esas islas dispersas reclaman autonomía. Es obvio que cualquier autonomía, $MONARCHTITLE$, estará bajo nuestro control.;Dopo aver conquistato le Antille, le persone di quelle isole sparse rivendicano l'autonomia. È ovvio che qualsiasi autonomia, $MONARCHTITLE$, sarà sotto il nostro controllo.;Miután meghódította az Antillákat, a szétszórt szigeteken élõk kérik az autonómiát. Nyilvánvaló, hogy minden autonómia, $MONARCHTITLE$, a mi irányításunk alatt lesz.;Po dobytí Antil, lidé v tìch rozptılenıch ostrovech poadují autonomii. Je zøejmé, e kadá autonomie, $MONARCHTITLE$, bude pod naší kontrolou.;Miután meghódította az Antillákat, a szétszórt szigeteken élõk kérik az autonómiát. Nyilvánvaló, hogy minden autonómia, $MONARCHTITLE$, a mi irányításunk alatt lesz.;Na de verovering van de Antillen eisen de mensen op die verspreide eilanden autonomie op. Het is duidelijk dat elke autonomie, $MONARCHTITLE$, onder onze controle zal zijn.;Depois de conquistar as Antilhas, as pessoas naquelas ilhas dispersas reivindicam autonomia. É óbvio que qualquer autonomia, $MONARCHTITLE$, estará sob nosso controle.;Ïîñëå çàâîåâàíèÿ Àíòèëüñêèõ îñòğîâîâ ëşäè â ıòèõ ğàññåÿííûõ îñòğîâàõ ïğåòåíäóşò íà àâòîíîìèş. Î÷åâèäíî, ÷òî ëşáàÿ àâòîíîìèÿ, $MONARCHTITLE$, áóäåò íàõîäèòüñÿ ïîä íàøèì êîíòğîëåì.;Sen jälkeen, kun he ovat vallanneet Antillen, ihmiset hajallaan olevista saarista vaativat autonomiaa. On selvää, että kaikki itsenäisyys, $MONARCHTITLE$, on meidän hallinnassamme.;x
form_SPQR_title;Restore the Roman Empire;Restaurer l'Empire Romain;Wiederherstellung des Römischen Reiches;Przywróæ Imperium Rzymskiemu;Restaurar el Imperio Romano;Riformare l'Impero Romano;Állítsd vissza a Római Birodalmat;Obnovte Øímskou Øíši;Állítsd vissza a Római Birodalmat;Herstel het Romeinse rijk;Restaurar o Império Romano;Âîññòàíîâèòü Ğèìñêóş èìïåğèş;Palauta Rooman valtakunta;x
form_SPQR_desc;Not since the Romans in the second century has one empire commanded the entirety of the Mediterranean and beyond. If we claim this land, we can scoff at whatever pretenders may claim in Constantinople or the Holy Roman Empire and proclaim ourselves the true successors of Rome.;Depuis le deuxième siècle, les Romains n’ont pas un seul empire sur l’ensemble de la Méditerranée et au-delà. Si nous revendiquons cette terre, nous pouvons nous moquer des prétendants à Constantinople ou au Saint Empire Romain et nous proclamer les vrais successeurs de Rome.;Seit den Römern im zweiten Jahrhundert hat nicht ein einziges Imperium das gesamte Mittelmeer beherrscht. Wenn wir dieses Land beanspruchen, können wir darüber spotten, was immer Prätendenten in Konstantinopel oder im Heiligen Römischen Reich behaupten und uns die wahren Nachfolger Roms verkünden.;Od czasów Rzymian w drugim wieku imperium nie obejmuje ca³ego Morza Œródziemnego i nie tylko. Jeœli zajmiemy siê t¹ ziemi¹, mo¿emy wyœmiewaæ siê z wszelkich pretendentów, którzy mog¹ domagaæ siê w Konstantynopolu lub Œwiêtego Cesarstwa Rzymskiego i og³aszaæ siê prawdziwymi nastêpcami Rzymu.;No desde los romanos en el siglo II, un imperio comandaba la totalidad del Mediterráneo y más allá. Si reclamamos esta tierra, podemos burlarnos de lo que los pretendientes reclaman en Constantinopla o el Sacro Imperio Romano y proclamarnos los verdaderos sucesores de Roma.;Nessuno dopo i Romani del secondo secolo ha mai controllato con un impero l'intero bacino del Mediterraneo. Se rivendichiamo questa terra, possiamo schernire qualunque pretendente osi reclamare a Costantinopoli o nel Sacro Romano Impero e proclamarci i veri successori di Roma.;Nem, mivel a rómaiak a második században egy birodalmuk parancsolta a Földközi-tenger egészét és azon túl. Ha ezt a földet követeljük, meggyõzzük azt a jogot, amelyet a Konstantinápolyban vagy a Szent Római Birodalomban követelnek, és Rómának igazi utódait hirdetik.;Ne proto, e Øímané ve druhém století mají jedno impérium velením celého Støedomoøí a dále. Budeme-li nárokovat tuto zemi, mùeme se posmívat na tom, èeho se pøedstírají v Konstantinopole nebo ve Svaté øímské øíši, a prohlašují se za pravé nástupce Øíma.;Nem, mivel a rómaiak a második században egy birodalmuk parancsolta a Földközi-tenger egészét és azon túl. Ha ezt a földet követeljük, meggyõzzük azt a jogot, amelyet a Konstantinápolyban vagy a Szent Római Birodalomban követelnek, és Rómának igazi utódait hirdetik.;Niet sinds de Romeinen in de tweede eeuw het ene rijk het gehele Middellandse Zeegebied en daarbuiten heeft bevolen. Als we dit land claimen, kunnen we spotten met wat pretenders in Constantinopel of het Heilige Roomse Rijk beweren en onszelf de ware opvolgers van Rome noemen.;Não desde que os romanos, no segundo século, um império comandou a totalidade do Mediterrâneo e além. Se reivindicarmos esta terra, poderemos zombar de tudo o que os pretendentes possam reivindicar em Constantinopla ou do Sacro Império Romano e nos proclamarmos os verdadeiros sucessores de Roma.;Ñ òåõ ïîğ, êàê ğèìëÿíå âî âòîğîì âåêå îäíà èìïåğèÿ êîìàíäîâàëà âñåé Ñğåäèçåìüş è çà åå ïğåäåëàìè. Åñëè ìû ïğåòåíäóåì íà ıòó çåìëş, ìû ìîæåì èçäåâàòüñÿ íàä òåì, êàêèå ïğåòåíäåíòû ìîãóò ïğåòåíäîâàòü íà Êîíñòàíòèíîïîëü èëè Ñâÿòóş Ğèìñêóş èìïåğèş è îáúÿâèòü ñåáÿ íàñòîÿùèìè ïğååìíèêàìè Ğèìà.;Ei, koska roomalaiset ovat toisella vuosisadalla yksi imperiumin käsketty koko Välimeren ja sen ulkopuolella. Jos vaadimme tätä maata, voimme pilkata sitä, mitä muukalainen voi väittää Konstantinopolissa tai Pyhän Rooman valtakunnassa ja julistaa itseämme Rooman todelliset seuraajat.;x
form_ITP_title;Avanti Italia!;Avanti Italia!;Avanti Italia!;Avanti Italia!;Avanti Italia!;Avanti Italia!;Avanti Italia!;Avanti Italia!;Avanti Italia!;Avanti Italia!;Avanti Italia!;Àâàíòè Èòàëüÿ!;Avanti Italia!;x
form_ITP_desc;Having broken in the 7th century the Greek yoke, $COUNTRY$ is now at its full power and can unite all the Italian people, let they stem from the Greeks or the Lombards, under a crown chosen by God himself!;Ayant rompu au VIIème siècle le joug grec, $COUNTRY$ est maintenant à son plein pouvoir et peut unir tous les Italiens, qu'ils proviennent des Grecs ou des Lombards, sous une couronne choisie par Dieu lui-même!;Nachdem es im 7. Jahrhundert das griechische Joch gebrochen hat, ist nun das $COUNTRY$ in seiner vollen Kraft und kann das ganze italienische Volk unter einer von Gott selbst gewählten Krone vereinen, seien sie Söhnen von den Griechen oder den Langobarden.;Po prze³amaniu w VII wieku greckiego jarzma, $COUNTRY$ ma teraz pe³n¹ moc i mo¿e zjednoczyæ wszystkich W³ochów, niech pochodz¹ od Greków lub Longobardów, pod koron¹ wybran¹ przez samego Boga!;Habiendo roto en el siglo VII el yugo griego, $COUNTRY$ ahora tiene todo su poder y puede unir a todos los italianos, ¡que procedan de los griegos o de los lombardos, bajo una corona elegida por Dios mismo!;Dopo aver rotto nel settimo secolo il giogo greco, $COUNTRY$ è ora al suo pieno potere e può unire tutto il popolo italiano, che provengano dai Greci o dai Longobardi, sotto una corona scelta da Dio stesso!;Miután a 7. században megtört a görög iga, a $COUNTRY$ most teljes erejével és minden olasz néphez csatlakozik, legyenek azok a görögök vagy a lombardok, az ön által kiválasztott korona alatt!;Po zlomení v 7. století je øecké jho $COUNTRY$ nyní plné moci a mùe sjednotit všechny italské lidi, a pocházejí z Øekù nebo Lombardù, pod korunou, kterou sám sám vybral!;Miután a 7. században megtört a görög iga, a $COUNTRY$ most teljes erejével és minden olasz néphez csatlakozik, legyenek azok a görögök vagy a lombardok, az ön által kiválasztott korona alatt!;Nadat het in de 7e eeuw het Griekse juk heeft gebroken, is $COUNTRY$ nu op volle kracht en kan het alle Italiaanse volk verenigen, laten ze afstammen van de Grieken of de Lombarden, onder een kroon gekozen door God zelf!;Tendo quebrado no século VII o jugo grego, o $COUNTRY$ está agora em seu pleno poder e pode unir todo o povo italiano, seja originário dos gregos ou dos lombardos, sob uma coroa escolhida pelo próprio Deus!;Ğàçáèâøèñü â VII âåêå, ãğå÷åñêîå ÿğìî, $COUNTRY$ òåïåğü ïîëíîñòüş â ñèëàõ è ìîæåò îáúåäèíèòü âñåõ èòàëüÿíñêèõ ëşäåé, ïóñòü îíè ïğîèñõîäÿò èç ãğåêîâ èëè ëàíãîáàğäîâ ïîä êîğîíîé, âûáğàííîé ñàìèì Áîãîì!;Rikastettu 7. vuosisadalla kreikkalainen ike, $COUNTRY$ on täysi voima, ja se voi yhdistää kaikki italialaiset ihmiset, antavat heidän olla peräisin kreikkalaisilta tai lombardeilta Jumalan valitseman kruunun alla!;x
