albanian_rename_epirus_title;$COUNTRY_ADJ$ Province of Epirus;$COUNTRY_ADJ$ Province d'Épire;$COUNTRY_ADJ$ Provinz von Epirus;$COUNTRY_ADJ$ Prowincja Epiru;$COUNTRY_ADJ$ Provincia de Epiro;$COUNTRY_ADJ$ Provincia dell'Epiro;$COUNTRY_ADJ$ Epirus tartomány;$COUNTRY_ADJ$ provincii Epirus;$COUNTRY_ADJ$ Epirus tartomány;$COUNTRY_ADJ$ provincie Epirus;$COUNTRY_ADJ$ Province of Epirus;$COUNTRY_ADJ$ Ïğîâèíöèÿ İïèğ;$COUNTRY_ADJ$ Epiruksen maakunta;x
west_galicia_rename_german_desc;$COUNTRY$ finally conquered the Province of Westgalizien, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Westgalizien, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ hat schließlich die Provinz Westgalizien erobert, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Westgalizien, ale lokalne nazwy s¹ dla nas ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Westgalizien, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Westgalizien, ma i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Westgalizien tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Westgalizien, ale místní názvy jsou pro nás zcela cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Westgalizien tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Westgalizien, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a Província de Westgalizien, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Âåñòãàëèçåíü, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta valloitti Westgalizienin maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
west_galicia_rename_polish_title;$COUNTRY_ADJ$ Province of Galicja Zachodnia;$COUNTRY_ADJ$ Province de Galicja Zachodnia;$COUNTRY_ADJ$ Provinz von Galicja Zachodnia;$COUNTRY_ADJ$ Prowincja Galicja Zachodnia;$COUNTRY_ADJ$ Provincia de Galicja Zachodnia;$COUNTRY_ADJ$ Provincia di Galicja Zachodnia;$COUNTRY_ADJ$ Galicja Zachodnia tartomány;$COUNTRY_ADJ$ Provincie Galicja Zachodnia;$COUNTRY_ADJ$ Galicja Zachodnia tartomány;$COUNTRY_ADJ$ Provincie Galicja Zachodnia;$COUNTRY_ADJ$ Província de Galicja Zachodnia;$COUNTRY_ADJ$ Ïğîâèíöèÿ Ãàëèöêàÿ Çàõîäíÿ;$COUNTRY_ADJ$ Galicja Zachodnian maakunta;x
west_galicia_rename_polish_desc;$COUNTRY$ finally conquered the Province of Galicja Zachodnia, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Galicja Zachodnia, pourtant les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Galicja Zachodnia, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o Prowincja Galicja Zachodnia, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la provincia de Galicja Zachodnia, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Galizia Zachodnia, eppure i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Galicja Zachodnia tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Galicja Zachodnia, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Galicja Zachodnia tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Galicja Zachodnia, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a Província de Galicja Zachodnia, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Ãàëè÷à Çàõîäíÿ, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta voitti Galicjan Zachodnian maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
west_galicia_rename_russian_title;$COUNTRY_ADJ$ Province of Zapadnaya Galiciya;$COUNTRY_ADJ$ Province de Zapadnaya Galiciya;$COUNTRY_ADJ$ Provinz Zapadnaya Galiciya;$COUNTRY_ADJ$ Prowincja Zapadnaja Galiciya;$COUNTRY_ADJ$ Provincia de Zapadnaya Galiciya;$COUNTRY_ADJ$ Provincia di Zapadnaya Galiciya;$COUNTRY_ADJ$ tartomány Zapadnaya Galiciya tartomány;$COUNTRY_ADJ$ Provincie Zapadnaya Galiciya;$COUNTRY_ADJ$ tartomány Zapadnaya Galiciya tartomány;$COUNTRY_ADJ$ Provincie Zapadnaya Galiciya;$COUNTRY_ADJ$ Província de Zapadnaya Galiciya;$COUNTRY_ADJ$ Ïğîâèíöèÿ Çàïàäíàÿ Ãàëèöèÿ;$COUNTRY_ADJ$ Province of Zapadnaya Galiciya;x
west_galicia_rename_russian_desc;$COUNTRY$ finally conquered the Province of Zapadnaya Galiciya, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Zapadnaya Galiciya, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Zapadnaya Galiciya, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Zapadnaja Galiciya, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Zapadnaya Galiciya, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Zapadnaya Galiciya, ma i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Zapadnaya Galiciya tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Zapadnaya Galiciya, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Zapadnaya Galiciya tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Zapadnaya Galiciya, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a Província de Zapadnaya Galiciya, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Çàïàäíàÿ Ãàëèöèÿ, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta valloitti Zapadnaya Galiciyan maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
west_prussia_rename_german_title;$COUNTRY_ADJ$ Province of Westpreußen;$COUNTRY_ADJ$ Province de Westpreußen;$COUNTRY_ADJ$ Provinz Westpreußen;$COUNTRY_ADJ$ Prowincja Westpreußen;$COUNTRY_ADJ$ Provincia de Westpreußen;$COUNTRY_ADJ$ Provincia di Westpreußen;$COUNTRY_ADJ$ tartomány Westpreußen;$COUNTRY_ADJ$ provincie Westpreußen;$COUNTRY_ADJ$ tartomány Westpreußen;$COUNTRY_ADJ$ Provincie Westpreußen;$COUNTRY_ADJ$ Province of Westpreußen;$COUNTRY_ADJ$ Ïğîâèíöèÿ Óıñòïğåóçåí;$COUNTRY_ADJ$ Province of Westpreußen;x
west_prussia_rename_german_desc;$COUNTRY$ finally conquered the Province of Westpreußen, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Westpreußen, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ hat schließlich die Provinz Westpreußen erobert, aber die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Westpreußen, ale lokalne nazwy s¹ dla nas ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Westpreußen, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Westpreußen, ma i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Westpreußen tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Westpreußen, ale místní názvy jsou pro nás zcela cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Westpreußen tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Westpreußen, maar de lokale namen zijn volledig buitenlands voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Westpreußen, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$, íàêîíåö, çàâîåâàëà ïğîâèíöèş Óıñòïğåóññåí, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta voitti Westpreußenin maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
west_prussia_rename_polish_title;$COUNTRY_ADJ$ Province of Prusy Zachodnie;$COUNTRY_ADJ$ Province de Prusy Zachodnie;$COUNTRY_ADJ$ Provinz von Prusy Zachodnie;$COUNTRY_ADJ$ Prowincja Prusy Zachodnie;$COUNTRY_ADJ$ Provincia de Prusy Zachodnie;$COUNTRY_ADJ$ Province of Prusy Zachodnie;$COUNTRY_ADJ$ Prusy Zachodnie tartomány;$COUNTRY_ADJ$ Provincie Prusy Zachodnie;$COUNTRY_ADJ$ Prusy Zachodnie tartomány;$COUNTRY_ADJ$ Provincie Prusy Zachodnie;$COUNTRY_ADJ$ Província de Prusy Zachodnie;$COUNTRY_ADJ$ Ïğîâèíöèÿ Ïğóñè Çàõîäíèå;$COUNTRY_ADJ$ Provincias Prusy Zachodnie;x
west_prussia_rename_polish_desc;$COUNTRY$ finally conquered the Province of Prusy Zachodnie, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Prusy Zachodnie, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Prusy Zachodnie, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o Prowincjê Prusy Zachodnie, jednak lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Prusy Zachodnie, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Prusy Zachodnie, ma i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította Prusy Zachodnie tartományát, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ koneènì dobyl provincii Prusy Zachodnie, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította Prusy Zachodnie tartományát, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Prusy Zachodnie, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Prusy Zachodnie, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Ïğóñû Çàõîäíèå, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ voitti Prusy Zachodnin provinssin, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
greek_830_title;The City of Adrianopolis;La ville d'Adrianopolis;Die Stadt von Adrianopolis;Miasto Adrianopolis;La Ciudad de Adrianópolis;La città di Adrianopoli;A City of Adrianopolis;Mìsto Adrianopolis;A City of Adrianopolis;De stad Adrianopolis;A Cidade de Adrianópolis;Ãîğîä Àäğèàíîïîëèñ;Kaupunki Adrianopolis;x
greek_830_desc;Adrianopolis is now in the hands of the heritage of Augustus. Let's remind the local administration about it;Adrianopolis est maintenant entre les mains de l'héritage d'Auguste. Rappelons l'administration locale;Adrianopolis ist jetzt in den Händen des Erbes des Augustus. Lassen Sie uns die lokale Verwaltung daran erinnern;Adrianopolis jest teraz w rêkach dziedzictwa Augusta. Przypomnijmy lokalna administracje o nim;Adrianópolis está ahora en manos de la herencia de Augusto. Recordemos a la administración local sobre ello;Adrianopoli è ora nelle mani del patrimonio di Augusto. Ricordiamo ai governanti locali chi governa davvero.;Adrianopolis van most a kezében az örökség Augustus. Nézzük emlékeztetni a helyi közigazgatás róla;Adrianopolis je nyní v rukou dìdictví Augusta. Pøipomenme místní správy o tom;Adrianopolis van most a kezében az örökség Augustus. Nézzük emlékeztetni a helyi közigazgatás róla;Adrianopolis is nu in handen van het erfgoed van Augustus. Laten we herinneren aan het lokale bestuur over;Adrianópolis está agora nas mãos da herança de Augusto. Vamos lembrar a administração local sobre isso;Àäğèàíîïîëèñ òåïåğü íàõîäèòñÿ â ğóêàõ íàñëåäèÿ Àâãóñòà. Íàïîìíèì îá ıòîì ìåñòíóş àäìèíèñòğàöèş;Adrianopolis on nyt käsissä perintöä Augustus. Oletetaan muistuttaa paikallishallinto siitä;x
turk_830_title;The Büyüksehir of Dedeagatch;Le Büyüksehir de Dédéagatch;Der Büyüksehir von Dedeagatsch;Büyüksehir z Dedeagatch;El Büyüksehir de Dedeagatch;Il Büyüksehir di Dedeagatch;A Buyuksehir a Dedeagatch;Büyüksehir of Dedeagatch;A Buyuksehir a Dedeagatch;De Buyuksehir van Dedeagatch;O Büyüksehir de Dedeagatch;Áşşêıõèğ Äåäåàãıò;Buyuksehir of Dedeagatch;x
turk_830_desc;The Great Seljuks and the Sultan of the Ottomans are the rulers of Dedeagatch, but the local administration forgot this;Les Grands Seldjoukides et le Sultan des Ottomans sont les dirigeants de Dédéagatch, mais l'administration locale a oublié cela;Die großen Seljuks und der Sultan der Osmanen sind die Herrscher von Dedeagatsch, aber die örtliche Verwaltung hat das vergessen;Wielkie Seld¿ukowie i Su³tan Turków s¹ w³adcami Dedeagatch, ale lokalna administracja zapomnia³a o tym;Los grandes seljúcidas y el sultán de los otomanos son los gobernantes de Dedeagatch, pero la administración local olvidó esto;I Grandi Selgiuchidi e il Sultano degli Ottomani sono i governanti di Dedeagatch, ma l'amministrazione sembra essersene dimenticato.;A Nagy Seljuks és a szultán a törökök vannak az uralkodók Dedeagatch, de a helyi közigazgatás felejtette;The Great Seljuks a Sultan pohovek jsou pravítka Dedeagatch, ale místní správa zapomnìl toto;A Nagy Seljuks és a szultán a törökök vannak az uralkodók Dedeagatch, de a helyi közigazgatás felejtette;The Great Seljuks en de Sultan van de Ottomanen zijn de heersers van Dedeagatch, maar het lokale bestuur vergat deze;Os grandes Seljuks eo sultão dos otomanos são os governantes de Dedeagatch, mas a administração local esqueceu este;Âåëèêèå ñåëüäæóêè è ñóëòàí îñìàíîâ ÿâëÿşòñÿ ïğàâèòåëÿìè Äåäåàãı÷à, íî ìåñòíàÿ àäìèíèñòğàöèÿ çàáûëà îá ıòîì;Suuri Seljuks ja sulttaanin ottomaanien ovat hallitsijat Dedeagatch, mutta paikallinen hallinto unohti tämän;x
